,鈴鹿市
8073,1240
8074,1440
8075,1378
8076,1243
8077,1162
8078,1115
8079,1149
8080,1059
8081,1014
8082,1065
8083,1233
8084,1482
8085,1639
8086,1763
8087,1824
8088,1688
8089,1424
8090,1194
8091,1003
8092,781
8093,714
8094,741
8095,893
8096,1244
8097,1571
8098,1456
8099,1244
8100,1170
8101,1080
8102,1055
8103,1060
8104,1043
8105,986
8106,1023
8107,1163
8108,1345
8109,1657
8110,1825
8111,1923
8112,1795
8113,1509
8114,1218
8115,1007
8116,829
8117,719
8118,741
8119,939
8120,1374
8121,1677
8122,1507
8123,1260
8124,1161
8125,1063
8126,1043
8127,1022
8128,951
8129,944
8130,1013
8131,1105
8132,1392
8133,1641
8134,1764
8135,1899
8136,1755
8137,1496
8138,1258
8139,1018
8140,842
8141,723
8142,727
8143,877
8144,1267
8145,1562
8146,1431
8147,1166
8148,1094
8149,1005
8150,1018
8151,1068
8152,992
8153,967
8154,1012
8155,1173
8156,1398
8157,1675
8158,1813
8159,1904
8160,1735
8161,1454
8162,1215
8163,1000
8164,856
8165,748
8166,792
8167,945
8168,1430
8169,1726
8170,1570
8171,1325
8172,1238
8173,1147
8174,1168
8175,1095
8176,1072
8177,1011
8178,1028
8179,1156
8180,1406
8181,1567
8182,1710
8183,1830
8184,1745
8185,1525
8186,1262
8187,1018
8188,832
8189,685
8190,726
8191,844
8192,1162
8193,1437
8194,1326
8195,1204
8196,1400
8197,1427
8198,1301
8199,1543
8200,1548
8201,1346
8202,1395
8203,1511
8204,1634
8205,1783
8206,1804
8207,1834
8208,1708
8209,1562
8210,1343
8211,1115
8212,955
8213,800
8214,814
8215,941
8216,1216
8217,1620
8218,1656
8219,1535
8220,1409
8221,1308
8222,1269
8223,1254
8224,1219
8225,1123
8226,1126
8227,1234
8228,1396
8229,1591
8230,1695
8231,1740
8232,1682
8233,1500
8234,1249
8235,1071
8236,874
8237,772
8238,740
8239,765
8240,950
8241,1239
8242,1401
8243,1329
8244,1203
8245,1180
8246,1170
8247,1182
8248,1154
8249,1096
8250,1143
8251,1286
8252,1513
8253,1729
8254,1852
8255,1877
8256,1765
8257,1475
8258,1278
8259,1023
8260,823
8261,721
8262,715
8263,719
8264,1110
8265,1473
8266,1308
8267,1128
8268,1069
8269,1105
8270,1151
8271,1156
8272,1194
8273,1124
8274,1137
8275,1318
8276,1539
8277,1821
8278,2026
8279,2080
8280,1925
8281,1616
8282,1353
8283,1113
8284,893
8285,785
8286,826
8287,967
8288,1435
8289,1721
8290,1565
8291,1298
8292,1194
8293,1075
8294,1070
8295,1056
8296,1010
8297,1002
8298,1025
8299,1074
8300,1494
8301,1720
8302,1891
8303,2093
8304,2005
8305,1744
8306,1393
8307,1135
8308,920
8309,817
8310,829
8311,978
8312,1350
8313,1648
8314,1455
8315,1248
8316,1214
8317,1113
8318,1106
8319,1162
8320,1092
8321,1040
8322,1079
8323,1192
8324,1488
8325,1670
8326,1916
8327,1998
8328,1865
8329,1557
8330,1280
8331,1069
8332,877
8333,761
8334,831
8335,980
8336,1444
8337,1751
8338,1623
8339,1350
8340,1268
8341,1109
8342,1124
8343,1136
8344,1056
8345,1000
8346,1108
8347,1196
8348,1453
8349,1610
8350,1788
8351,1907
8352,1766
8353,1568
8354,1309
8355,1062
8356,859
8357,756
8358,798
8359,950
8360,1335
8361,1589
8362,1409
8363,1134
8364,1070
8365,1041
8366,1017
8367,1026
8368,-99
8369,-135
8370,-103
8371,518
8372,1372
8373,1602
8374,1679
8375,1763
8376,1702
8377,1428
8378,1213
8379,1006
8380,835
8381,816
8382,874
8383,964
8384,1158
8385,1470
8386,1622
8387,1556
8388,1409
8389,1310
8390,1243
8391,1242
8392,1181
8393,-21
8394,-262
8395,1261
8396,1302
8397,1960
8398,2105
8399,2217
8400,2077
8401,1828
8402,1523
8403,1326
8404,1058
8405,918
8406,881
8407,963
8408,1181
8409,1474
8410,1655
8411,1624
8412,1466
8413,1394
8414,1334
8415,1306
8416,1262
8417,1179
8418,1227
8419,1333
8420,1546
8421,1755
8422,1882
8423,1966
8424,1847
8425,1544
8426,1285
8427,1088
8428,864
8429,741
8430,791
8431,963
8432,1408
8433,1731
8434,1585
8435,1345
8436,1225
8437,1161
8438,1150
8439,1140
8440,1069
8441,1029
8442,1038
8443,1127
8444,1405
8445,1637
8446,1794
8447,1933
8448,1814
8449,1553
8450,1279
8451,1038
8452,860
8453,766
8454,811
8455,956
8456,1416
8457,1675
8458,1541
8459,1268
8460,1208
8461,1151
8462,1082
8463,1065
8464,977
8465,989
8466,1048
8467,1163
8468,1426
8469,1600
8470,1756
8471,1873
8472,1753
8473,1540
8474,1260
8475,1048
8476,872
8477,751
8478,796
8479,950
8480,1380
8481,1663
8482,1485
8483,1234
8484,1130
8485,1090
8486,1054
8487,1065
8488,1031
8489,1009
8490,1030
8491,1154
8492,1410
8493,1683
8494,1783
8495,1832
8496,1753
8497,1475
8498,1255
8499,1056
8500,854
8501,749
8502,836
8503,939
8504,1391
8505,1661
8506,1525
8507,1289
8508,1171
8509,1128
8510,1105
8511,1071
8512,1019
8513,998
8514,1030
8515,1151
8516,1430
8517,1655
8518,1743
8519,1843
8520,1738
8521,1507
8522,1261
8523,1058
8524,851
8525,731
8526,787
8527,923
8528,1303
8529,1608
8530,1482
8531,1243
8532,1157
8533,1117
8534,1094
8535,1096
8536,1032
8537,957
8538,992
8539,1153
8540,1332
8541,1521
8542,1624
8543,1745
8544,1618
8545,1484
8546,1264
8547,1011
8548,836
8549,745
8550,699
8551,633
8552,959
8553,1408
8554,1438
8555,1496
8556,1504
8557,1291
8558,1278
8559,1240
8560,1224
8561,1063
8562,1121
8563,1200
8564,1414
8565,1509
8566,1617
8567,1745
8568,1619
8569,1413
8570,1256
8571,1045
8572,831
8573,704
8574,682
8575,723
8576,922
8577,1272
8578,1464
8579,1413
8580,1313
8581,1260
8582,1209
8583,1157
8584,1085
8585,1072
8586,1127
8587,1259
8588,1462
8589,1667
8590,1771
8591,1786
8592,1723
8593,1427
8594,1176
8595,1007
8596,807
8597,706
8598,740
8599,856
8600,1212
8601,1588
8602,1477
8603,1233
8604,1143
8605,1084
8606,1112
8607,1082
8608,1002
8609,1019
8610,1035
8611,1147
8612,1411
8613,1640
8614,1761
8615,1842
8616,1731
8617,1488
8618,1229
8619,1018
8620,820
8621,745
8622,774
8623,972
8624,1395
8625,1698
8626,1517
8627,1292
8628,1195
8629,1136
8630,1105
8631,1063
8632,1006
8633,1001
8634,1014
8635,1103
8636,1370
8637,1603
8638,1764
8639,1882
8640,1728
8641,1502
8642,1258
8643,1038
8644,859
8645,693
8646,780
8647,951
8648,1304
8649,1588
8650,1465
8651,1184
8652,1109
8653,1089
8654,1065
8655,1077
8656,972
8657,938
8658,1017
8659,1099
8660,1356
8661,1556
8662,1767
8663,1866
8664,1727
8665,1537
8666,1241
8667,1021
8668,835
8669,731
8670,759
8671,869
8672,1187
8673,1481
8674,1250
8675,1074
8676,1024
8677,854
8678,952
8679,1005
8680,1091
8681,1121
8682,1257
8683,1353
8684,1610
8685,1808
8686,2027
8687,2102
8688,2040
8689,1813
8690,1504
8691,1242
8692,1009
8693,870
8694,914
8695,1039
8696,1414
8697,1646
8698,1564
8699,1323
8700,1212
8701,1179
8702,1179
8703,1129
8704,1076
8705,1037
8706,1079
8707,1185
8708,1423
8709,1596
8710,1715
8711,1763
8712,1705
8713,1548
8714,1285
8715,1095
8716,918
8717,774
8718,771
8719,875
8720,1092
8721,1422
8722,1532
8723,1441
8724,1329
8725,1290
8726,1244
8727,1267
8728,1148
8729,1132
8730,1179
8731,1239
8732,1458
8733,1576
8734,1602
8735,1680
8736,1634
8737,1424
8738,1273
8739,1072
8740,877
8741,752
8742,695
8743,770
8744,948
8745,1258
8746,1509
8747,1420
8748,1276
8749,1255
8750,1241
8751,1232
8752,1202
8753,1451
8754,1458
8755,1465
8756,1672
8757,1848
8758,1948
8759,1926
8760,1777
8761,1515
8762,1264
8763,1104
8764,896
8765,781
8766,749
8767,920
8768,1504
8769,1734
8770,1609
8771,1471
8772,1353
8773,1308
8774,1273
8775,1220
8776,1202
8777,1170
8778,1144
8779,1287
8780,1543
8781,1757
8782,1930
8783,1954
8784,1822
8785,1561
8786,1302
8787,1123
8788,901
8789,788
8790,829
8791,954
8792,1266
8793,1576
8794,1437
8795,1229
8796,1152
8797,1088
8798,1069
8799,1093
8800,1068
8801,1057
8802,1070
8803,1222
8804,1436
8805,1677
8806,1868
8807,1928
8808,1789
8809,1565
8810,1291
8811,1065
8812,885
8813,766
8814,792
8815,930
8816,1293
8817,1606
8818,1497
8819,1197
8820,1081
8821,1053
8822,1059
8823,1055
8824,1013
8825,1001
8826,1049
8827,1153
8828,1457
8829,1642
8830,1795
8831,1890
8832,1777
8833,1507
8834,1183
8835,971
8836,806
8837,872
8838,1062
8839,1246
8840,1577
8841,1809
8842,1648
8843,1436
8844,1339
8845,1286
8846,1213
8847,1198
8848,1107
8849,1073
8850,1094
8851,1237
8852,1511
8853,1681
8854,1877
8855,1955
8856,1810
8857,1525
8858,1276
8859,1089
8860,887
8861,783
8862,826
8863,958
8864,1361
8865,1632
8866,1466
8867,1221
8868,1118
8869,1045
8870,1048
8871,1091
8872,1064
8873,988
8874,983
8875,1130
8876,1328
8877,1534
8878,1693
8879,1712
8880,1729
8881,1477
8882,1264
8883,1104
8884,910
8885,827
8886,798
8887,912
8888,1221
8889,1468
8890,1530
8891,1454
8892,1369
8893,1279
8894,1258
8895,1322
8896,1226
8897,1190
8898,1156
8899,1248
8900,1412
8901,1587
8902,1696
8903,1718
8904,1675
8905,1455
8906,1290
8907,1075
8908,912
8909,793
8910,726
8911,771
8912,966
8913,1268
8914,1551
8915,1543
8916,1461
8917,1361
8918,1301
8919,1276
8920,1227
8921,1149
8922,1165
8923,1280
8924,1492
8925,1680
8926,1800
8927,1834
8928,1716
8929,1444
8930,1228
8931,1014
8932,817
8933,706
8934,747
8935,889
8936,1268
8937,1613
8938,1502
8939,1333
8940,1209
8941,1104
8942,1071
8943,1074
8944,1030
8945,996
8946,1009
8947,1151
8948,1394
8949,1631
8950,1818
8951,1886
8952,1743
8953,1455
8954,1214
8955,992
8956,798
8957,717
8958,694
8959,836
8960,1162
8961,1475
8962,1361
8963,1188
8964,1106
8965,1037
8966,985
8967,994
8968,990
8969,933
8970,988
8971,1133
8972,1394
8973,1594
8974,1759
8975,1849
8976,1750
8977,1501
8978,1249
8979,1050
8980,832
8981,716
8982,732
8983,854
8984,1250
8985,1571
8986,1457
8987,1221
8988,1150
8989,1088
8990,1059
8991,1058
8992,1007
8993,937
8994,1010
8995,1128
8996,1383
8997,1675
8998,1774
8999,1870
9000,1735
9001,1455
9002,1216
9003,991
9004,836
9005,721
9006,735
9007,816
9008,1153
9009,1412
9010,1283
9011,1090
9012,1008
9013,959
9014,978
9015,980
9016,953
9017,928
9018,978
9019,1172
9020,1459
9021,1762
9022,1953
9023,2012
9024,1966
9025,1798
9026,1543
9027,1348
9028,1145
9029,1054
9030,1024
9031,1140
9032,1525
9033,1827
9034,1660
9035,1428
9036,1309
9037,1205
9038,1203
9039,1185
9040,1188
9041,1117
9042,1165
9043,1279
9044,1474
9045,1623
9046,1763
9047,1820
9048,1775
9049,1539
9050,1300
9051,1096
9052,906
9053,801
9054,756
9055,881
9056,1120
9057,1479
9058,1568
9059,1461
9060,1357
9061,1252
9062,1159
9063,1179
9064,1136
9065,932
9066,996
9067,1191
9068,1410
9069,1577
9070,1686
9071,1706
9072,1868
9073,1965
9074,1754
9075,1542
9076,1392
9077,1228
9078,1216
9079,1221
9080,1330
9081,1536
9082,1671
9083,1625
9084,1598
9085,1467
9086,1390
9087,1355
9088,1277
9089,1241
9090,1264
9091,1374
9092,1500
9093,1701
9094,1852
9095,1873
9096,1748
9097,1554
9098,1259
9099,1082
9100,990
9101,851
9102,874
9103,950
9104,1191
9105,1493
9106,1570
9107,1468
9108,1394
9109,1315
9110,1250
9111,1213
9112,1152
9113,1173
9114,1182
9115,1307
9116,1560
9117,1753
9118,1847
9119,1909
9120,1756
9121,1554
9122,1323
9123,1116
9124,983
9125,868
9126,838
9127,986
9128,1369
9129,1616
9130,1486
9131,1286
9132,1164
9133,1062
9134,1100
9135,1106
9136,1055
9137,1081
9138,1177
9139,1398
9140,1565
9141,1750
9142,1874
9143,2011
9144,1895
9145,1826
9146,1576
9147,1342
9148,1144
9149,1000
9150,1035
9151,1118
9152,1536
9153,1806
9154,1697
9155,1475
9156,1337
9157,1290
9158,1287
9159,1256
9160,1196
9161,1197
9162,1167
9163,1312
9164,1580
9165,1751
9166,1946
9167,1958
9168,1785
9169,1557
9170,1310
9171,1107
9172,919
9173,835
9174,838
9175,978
9176,1306
9177,1601
9178,1507
9179,1214
9180,1180
9181,1126
9182,1128
9183,1103
9184,1095
9185,589
9186,883
9187,1654
9188,1974
9189,2414
9190,2413
9191,2618
9192,2637
9193,2330
9194,2044
9195,1826
9196,1637
9197,1483
9198,1492
9199,1629
9200,1945
9201,2125
9202,1898
9203,1791
9204,1710
9205,1594
9206,1520
9207,1470
9208,1324
9209,1325
9210,1356
9211,1453
9212,1628
9213,1822
9214,1915
9215,1980
9216,1876
9217,1689
9218,1467
9219,1269
9220,1064
9221,935
9222,947
9223,1045
9224,1268
9225,1573
9226,1661
9227,1567
9228,1540
9229,1429
9230,1378
9231,1394
9232,1326
9233,1242
9234,1260
9235,1399
9236,1551
9237,1653
9238,1759
9239,1797
9240,1725
9241,1547
9242,1338
9243,1141
9244,913
9245,812
9246,784
9247,837
9248,1078
9249,1374
9250,1572
9251,1481
9252,1434
9253,1259
9254,1243
9255,1277
9256,1212
9257,1170
9258,1283
9259,1379
9260,1578
9261,1754
9262,1907
9263,1903
9264,1793
9265,1524
9266,1272
9267,1078
9268,857
9269,789
9270,804
9271,919
9272,1238
9273,1538
9274,1427
9275,1257
9276,1191
9277,1109
9278,1073
9279,1113
9280,1021
9281,930
9282,1238
9283,1545
9284,1653
9285,1684
9286,2170
9287,2551
9288,2296
9289,2147
9290,1786
9291,1454
9292,1222
9293,1055
9294,1066
9295,1225
9296,1604
9297,1838
9298,1690
9299,1548
9300,1457
9301,1350
9302,1021
9303,998
9304,1126
9305,1212
9306,1416
9307,1562
9308,1701
9309,1897
9310,1995
9311,2083
9312,1889
9313,1657
9314,1336
9315,1132
9316,951
9317,842
9318,939
9319,1106
9320,1520
9321,1805
9322,1672
9323,1480
9324,1406
9325,1306
9326,1250
9327,1257
9328,1179
9329,1102
9330,1175
9331,1276
9332,1551
9333,1703
9334,1899
9335,1897
9336,1760
9337,1528
9338,1278
9339,1079
9340,910
9341,827
9342,873
9343,1018
9344,1444
9345,1698
9346,1573
9347,1337
9348,1282
9349,1205
9350,1177
9351,1161
9352,1085
9353,1029
9354,1102
9355,1209
9356,1474
9357,1657
9358,1807
9359,1888
9360,1747
9361,1584
9362,1280
9363,1049
9364,898
9365,796
9366,820
9367,982
9368,1389
9369,1683
9370,1561
9371,1323
9372,1251
9373,1154
9374,1096
9375,1098
9376,1053
9377,1032
9378,1025
9379,1158
9380,1278
9381,1499
9382,1770
9383,1916
9384,1785
9385,1667
9386,1419
9387,1168
9388,968
9389,823
9390,742
9391,788
9392,1182
9393,1349
9394,1364
9395,1322
9396,1278
9397,1239
9398,1331
9399,1449
9400,1428
9401,1564
9402,1724
9403,1826
9404,1927
9405,2007
9406,2029
9407,2069
9408,1910
9409,1734
9410,1485
9411,1260
9412,1014
9413,913
9414,909
9415,1006
9416,1196
9417,1557
9418,1747
9419,1710
9420,1624
9421,1507
9422,1479
9423,1399
9424,1322
9425,1305
9426,1310
9427,1404
9428,1564
9429,1667
9430,1767
9431,1839
9432,1780
9433,1546
9434,1337
9435,1099
9436,922
9437,818
9438,834
9439,985
9440,1343
9441,1635
9442,1608
9443,1378
9444,1380
9445,1257
9446,1219
9447,1259
9448,1195
9449,1072
9450,1152
9451,1286
9452,1511
9453,1738
9454,1845
9455,1845
9456,1770
9457,1509
9458,1267
9459,1093
9460,866
9461,788
9462,811
9463,1002
9464,1336
9465,1688
9466,1525
9467,1334
9468,1272
9469,1197
9470,1158
9471,1172
9472,1109
9473,1025
9474,1092
9475,1234
9476,1447
9477,1711
9478,1846
9479,1824
9480,1728
9481,1465
9482,1214
9483,1047
9484,893
9485,781
9486,819
9487,967
9488,1380
9489,1609
9490,1566
9491,1424
9492,1254
9493,1205
9494,1161
9495,1132
9496,1088
9497,1008
9498,1061
9499,1198
9500,1464
9501,1597
9502,1819
9503,1839
9504,1723
9505,1475
9506,1229
9507,1054
9508,852
9509,759
9510,808
9511,945
9512,1356
9513,1657
9514,1471
9515,1360
9516,1259
9517,1161
9518,1157
9519,1148
9520,1067
9521,1043
9522,1076
9523,1214
9524,1409
9525,1589
9526,1750
9527,1788
9528,1710
9529,1504
9530,1239
9531,1047
9532,837
9533,754
9534,776
9535,947
9536,1316
9537,1658
9538,1460
9539,1291
9540,1207
9541,1150
9542,1109
9543,1137
9544,1092
9545,1076
9546,1035
9547,1233
9548,1426
9549,1577
9550,1655
9551,1718
9552,1674
9553,1437
9554,1263
9555,1051
9556,858
9557,761
9558,765
9559,917
9560,1134
9561,1536
9562,1564
9563,1477
9564,1425
9565,1336
9566,1302
9567,1284
9568,1160
9569,1139
9570,1165
9571,1231
9572,1317
9573,1522
9574,1599
9575,1654
9576,1605
9577,1426
9578,1138
9579,983
9580,836
9581,737
9582,747
9583,808
9584,997
9585,1334
9586,1508
9587,1456
9588,1413
9589,1299
9590,1265
9591,1238
9592,1207
9593,1145
9594,1150
9595,1260
9596,1447
9597,1565
9598,1715
9599,1796
9600,1684
9601,1417
9602,1181
9603,996
9604,805
9605,710
9606,759
9607,882
9608,1215
9609,1624
9610,1428
9611,1288
9612,1194
9613,1142
9614,1124
9615,1081
9616,1027
9617,990
9618,914
9619,1051
9620,1397
9621,1605
9622,1726
9623,1853
9624,1707
9625,1493
9626,1190
9627,1027
9628,830
9629,723
9630,713
9631,864
9632,1230
9633,1532
9634,1388
9635,1269
9636,1157
9637,1100
9638,1079
9639,1020
9640,931
9641,882
9642,1109
9643,1189
9644,1417
9645,1637
9646,1745
9647,1802
9648,1706
9649,1449
9650,1202
9651,1019
9652,838
9653,743
9654,779
9655,929
9656,1291
9657,1578
9658,1405
9659,1232
9660,1190
9661,1105
9662,1081
9663,1119
9664,1016
9665,995
9666,1012
9667,1166
9668,1388
9669,1635
9670,1737
9671,1806
9672,1681
9673,1429
9674,1179
9675,1026
9676,836
9677,729
9678,753
9679,888
9680,1263
9681,1581
9682,1409
9683,1213
9684,1169
9685,1082
9686,1082
9687,1058
9688,1063
9689,1026
9690,1035
9691,1114
9692,1356
9693,1562
9694,1704
9695,1792
9696,1700
9697,1441
9698,1180
9699,1000
9700,817
9701,731
9702,772
9703,888
9704,1212
9705,1561
9706,1429
9707,1230
9708,1170
9709,1107
9710,1082
9711,1125
9712,1077
9713,1000
9714,1050
9715,1142
9716,1357
9717,1529
9718,1637
9719,1648
